date,open,close,high,low,volume,amount,nas_open,nas_high,nas_low,nas_close,nas_volume,vol_open,vol_high,vol_low,vol_close,close_12_ema,close_26_ema,macd,macd_9_ema,macds,macdh,rsi_30,cci_30,dx_30,kdjk,open_2_sma,boll,close_10.0_le_5_c,wr_10,dma,trix
2013-04-28,135.30000305175778,135.97999572753906,132.10000610351562,134.21000671386722,0.0,1488566728.25,3290.310059,3315.330078,3289.419922,3307.02002,1594110000.0,13.72,13.94,13.36,13.71,135.97999572753906,135.97999572753906,0.0,0.0,0.0,0.0,,,,5.371429673395333,135.30000305175778,135.97999572753906,0.0,183.88571097981398,0.0,
2013-04-29,134.44400024414062,147.48800659179688,134.0,144.5399932861328,0.0,1603768864.5,3290.310059,3315.330078,3289.419922,3307.02002,1594110000.0,13.72,13.94,13.36,13.71,142.21350161234537,141.9553090609037,0.25819255144168096,0.1434403063564894,0.1434403063564894,0.11475224508519155,100.0,66.66666666666667,100.0,-2103.9706950228424,134.87200164794922,141.73400115966797,0.0,6422.654944415319,0.0,1.344997793323116
2013-04-30,144.0,146.92999267578125,134.05000305175778,139.0,0.0,1542813125.0,3308.050049,3328.790039,3298.580078,3328.790039,1984270000.0,13.71,14.28,13.51,13.52,144.0543491636633,143.74266458344965,0.31168458021363676,0.2123928776094186,0.2123928776094186,0.09929170260421816,95.22347505925595,28.10174053710046,51.41957631159786,-4052.5835531816783,139.2220001220703,143.46599833170572,0.0,8049.809269499352,0.0,0.9575995316735832
2013-05-01,139.0,139.88999938964844,107.72000122070312,116.98999786376952,0.0,1298954593.75,3325.350098,3330.02002,3296.5,3299.1298829999996,1884600000.0,13.88,14.67,13.87,14.49,142.7398266847106,142.66562775511213,0.07419892959848085,0.1655792095840332,0.1655792095840332,-0.09138027998555234,58.65703775860544,-130.18363374195164,88.47531827670262,-2656.9783387722837,141.5,142.5719985961914,0.0,-34.2320900465055,0.0,0.578708882745435
2013-05-02,116.37999725341795,125.5999984741211,92.28189849853516,105.20999908447266,0.0,1168517495.25,3306.149902,3344.899902,3305.810059,3340.6201170000004,1757480000.0,14.48,14.48,13.58,13.59,138.08299661723933,138.70803793597418,-0.6250413187348443,-0.06961252301915496,-0.06961252301915496,-0.5554287957156893,32.472743503426074,-123.22775508953258,91.97668115721149,-1747.7520910992732,127.68999862670898,139.17759857177734,0.0,29.299595753253072,0.0,0.1492003386254815
2013-05-03,106.25,108.12799835205078,79.0999984741211,97.75,0.0,1085995168.75,3371.4099119999996,3388.1201170000004,3370.3000490000004,3378.6298829999996,1745570000.0,12.92,13.15,12.77,12.85,130.80235611219575,132.58309990496048,-1.7807437927647243,-0.5334242341783971,-0.5334242341783971,-1.247319558586327,20.75442882683619,-123.62065426291291,93.3453297309885,-1155.638219153815,111.31499862670898,134.0026652018229,0.0,71.4104752628988,0.0,-0.32024644322595147
2013-05-04,98.0999984741211,115.0,92.5,112.5,0.0,1250316562.5,3376.869995,3392.1650390000004,3375.869995,3385.799927,1622990000.0,12.99,13.17,12.715,12.754999999999999,127.27611563398447,129.45603673523695,-2.179921101252475,-0.9501086666954031,-0.9501086666954031,-1.229812434557072,30.90023644357936,-62.34458652120676,45.64153602957282,-754.5852603818963,102.17499923706055,131.28799874441964,0.0,52.47934283805883,0.0,-0.6160790340293767
2013-05-05,112.9000015258789,118.8000030517578,107.14299774169922,115.91000366210938,0.0,1288693175.5,3376.869995,3392.1650390000004,3375.869995,3385.799927,1622990000.0,12.99,13.17,12.715,12.754999999999999,125.50728158129664,127.73908567015452,-2.231804088857885,-1.2581241789288036,-1.2581241789288036,-0.9736799099290814,35.61561052628939,-28.767270478827626,13.05734996141224,-483.7271788385512,105.5,129.7269992828369,0.0,42.011015751860995,0.0,-0.7743815104994994
2013-05-06,115.9800033569336,124.66300201416016,106.63999938964844,112.3000030517578,0.0,1249023060.0,3382.330078,3396.209961,3381.4399409999996,3392.969971,1500410000.0,13.06,13.19,12.66,12.66,125.34025303249628,127.28314254326536,-1.9428895107690778,-1.416308367722236,-1.416308367722236,-0.5265811430468419,41.93943723616737,-24.96236875029335,17.89813318097063,-297.77128749790296,114.44000244140625,129.1643329196506,0.0,25.85950481660655,0.0,-0.8224374043330603
2013-05-07,112.25,113.44400024414062,97.6999969482422,111.5,0.0,1240593600.0,3398.8400880000004,3402.23999,3381.040039,3396.6298829999996,1709800000.0,12.63,12.96,12.49,12.83,123.08591775251492,125.37347559803885,-2.287557845523935,-1.6115188267125944,-1.6115188267125944,-0.6760390188113405,35.11259374602287,-55.64349082739877,18.966925058256873,-184.1028060594478,114.1150016784668,127.59229965209961,0.0,56.76584318253752,0.0,-0.8722857178261959
2013-05-08,109.5999984741211,115.77999877929688,109.5999984741211,113.56600189208984,0.0,1264049202.15,3394.889893,3413.2700200000004,3389.8000490000004,3413.2700200000004,1756400000.0,12.87,13.04,12.62,12.66,121.7491107385648,124.1291986154302,-2.380087876865403,-1.7796773433316067,-1.7796773433316067,-0.6004105335337964,37.31062026143587,-26.724952534959556,1.4354187934051794,-106.17873272328048,110.92499923706055,126.51845411820845,0.0,50.33058605094581,-0.9461541609330624,-0.9009316141740078
2013-05-09,113.1999969482422,113.45999908447266,109.26000213623048,112.66999816894531,0.0,1254535382.0,3408.9399409999996,3428.540039,3403.429932,3409.169922,1826220000.0,12.91,13.53,12.78,13.13,120.27533389845675,122.81831934475339,-2.5429854462966404,-1.943603911942695,-1.943603911942695,-0.5993815343539453,36.05578675213697,-32.297595065328025,0.05434691917155018,-26.594538813019454,111.39999771118164,125.4302495320638,0.0,56.72176924593422,-3.2607503255208314,-0.9217063891691856
